simplified,pinyin,traditional,pos,classifier,definition,source
神经,shén jīng,神經,n,,nutjob,old-HSK5
神秘,shén mì,神秘,"a, an, ad",,mysterious,old-HSK5
神秘,shén mì,神秘,"a, an, ad",,mystery,old-HSK5
声调,shēng diào,聲調,n,个,tone,old-HSK5
声调,shēng diào,聲調,n,个,note,old-HSK5
声调,shēng diào,聲調,n,个,a tone (on a Chinese syllable),old-HSK5
绳子,shéng zi,繩子,n,条,cord; string; rope,old-HSK5
省略,shěng lu:è,省略,v,,to leave out,old-HSK5
省略,shěng lu:è,省略,v,,an omission,old-HSK5
失眠,shī mián,失眠,"v, vn",,to suffer from insomnia,old-HSK5
失业,shī yè,失業,"v, vn",,unemployment,old-HSK5
失业,shī yè,失業,"v, vn",,to lose one's job,old-HSK5
诗,Shī,詩,n,,"abbr. for Shijing 诗经, the Book of Songs",old-HSK5
诗,shī,詩,n,首,poem,old-HSK5
诗,shī,詩,n,首,poetry,old-HSK5
诗,shī,詩,n,首,verse,old-HSK5
时髦,shí máo,時髦,a,,in vogue,old-HSK5
时髦,shí máo,時髦,a,,fashionable,old-HSK5
时期,shí qī,時期,n,个,period,old-HSK5
时期,shí qī,時期,n,个,phase,old-HSK5
时尚,shí shàng,時尚,n,,fashion,old-HSK5
时尚,shí shàng,時尚,n,,fad,old-HSK5
时尚,shí shàng,時尚,n,,fashionable,old-HSK5
实话,shí huà,實話,n,,truth,old-HSK5
实践,shí jiàn,實踐,"v, vn",,practice,old-HSK5
实践,shí jiàn,實踐,"v, vn",,to put into practice,old-HSK5
实践,shí jiàn,實踐,"v, vn",,to live up to (a promise),old-HSK5
实践,shí jiàn,實踐,"v, vn",,to carry out (a project),old-HSK5
实习,shí xí,實習,"vn, v",,to practice,old-HSK5
实习,shí xí,實習,"vn, v",,field work,old-HSK5
实习,shí xí,實習,"vn, v",,to intern,old-HSK5
实习,shí xí,實習,"vn, v",,internship,old-HSK5
实现,shí xiàn,實現,"v, vn",,to achieve,old-HSK5
实现,shí xiàn,實現,"v, vn",,to implement,old-HSK5
实现,shí xiàn,實現,"v, vn",,to realize,old-HSK5
实现,shí xiàn,實現,"v, vn",,to bring about,old-HSK5
实用,shí yòng,實用,"a, vn",,practical,old-HSK5
实用,shí yòng,實用,"a, vn",,functional,old-HSK5
实用,shí yòng,實用,"a, vn",,pragmatic,old-HSK5
实用,shí yòng,實用,"a, vn",,applied (science),old-HSK5
食物,shí wù,食物,n,种,food,old-HSK5
使劲儿,shǐ jìn r,使勁兒,,,erhua variant of 使劲,old-HSK5
使劲儿,shǐ jìn r,使勁兒,,,to exert all one's strength,old-HSK5
士兵,shì bīng,士兵,n,个,soldier,old-HSK5
似的,shì de,似的,u,,seems as if,old-HSK5
似的,shì de,似的,u,,rather like,old-HSK5
似的,shì de,似的,u,,Taiwan pr. [sì de],old-HSK5
似乎,sì hū,似乎,d,,it seems; seemingly; as if,old-HSK5
事物,shì wù,事物,n,个,thing; object,old-HSK5
事先,shì xiān,事先,d,,in advance,old-HSK5
事先,shì xiān,事先,d,,before the event,old-HSK5
事先,shì xiān,事先,d,,beforehand,old-HSK5
事先,shì xiān,事先,d,,prior,old-HSK5
试卷,shì juàn,試卷,n,"份, 张",examination paper,old-HSK5
试卷,shì juàn,試卷,n,"份, 张",test paper,old-HSK5
是否,shì fǒu,是否,v,,whether (or not),old-HSK5
是否,shì fǒu,是否,v,,if,old-HSK5
是否,shì fǒu,是否,v,,is or isn't,old-HSK5
收获,shōu huò,收獲,"n, v, vn",,variant of 收获,old-HSK5
收获,shōu huò,收穫,"n, v, vn",,to harvest,old-HSK5
收获,shōu huò,收穫,"n, v, vn",,to reap,old-HSK5
收获,shōu huò,收穫,"n, v, vn",,to gain,old-HSK5
收获,shōu huò,收穫,"n, v, vn",,crop,old-HSK5
收获,shōu huò,收穫,"n, v, vn",,harvest,old-HSK5
收获,shōu huò,收穫,"n, v, vn",,profit,old-HSK5
收获,shōu huò,收穫,"n, v, vn",,gain,old-HSK5
收获,shōu huò,收穫,"n, v, vn",,bonus,old-HSK5
收获,shōu huò,收穫,"n, v, vn",,reward,old-HSK5
收据,shōu jù,收據,n,张,receipt,old-HSK5
手工,shǒu gōng,手工,"n, d",,handwork,old-HSK5
手工,shǒu gōng,手工,"n, d",,manual,old-HSK5
手术,shǒu shù,手術,"n, v, vn",个,(surgical) operation,old-HSK5
手术,shǒu shù,手術,"n, v, vn",个,surgery,old-HSK5
手套,shǒu tào,手套,n,"双, 只",glove,old-HSK5
手套,shǒu tào,手套,n,"双, 只",mitten,old-HSK5
寿命,shòu mìng,壽命,n,,life span,old-HSK5
寿命,shòu mìng,壽命,n,,life expectancy,old-HSK5
寿命,shòu mìng,壽命,n,,lifetime (of a machine),old-HSK5
梳子,shū zi,梳子,n,把,comb,old-HSK5
舒适,shū shì,舒適,"a, an",,cozy,old-HSK5
舒适,shū shì,舒適,"a, an",,snug,old-HSK5
蔬菜,shū cài,蔬菜,n,种,vegetables,old-HSK5
熟练,shú liàn,熟練,"a, ad",,practiced,old-HSK5
熟练,shú liàn,熟練,"a, ad",,proficient,old-HSK5
熟练,shú liàn,熟練,"a, ad",,skilled,old-HSK5
熟练,shú liàn,熟練,"a, ad",,skillful,old-HSK5
鼠标,shǔ biāo,鼠標,n,,mouse (computing),old-HSK5
数据,shù jù,數據,n,,data,old-HSK5
数码,shù mǎ,數碼,n,,number,old-HSK5
数码,shù mǎ,數碼,n,,numerals,old-HSK5
数码,shù mǎ,數碼,n,,figures,old-HSK5
数码,shù mǎ,數碼,n,,digital,old-HSK5
数码,shù mǎ,數碼,n,,amount,old-HSK5
数码,shù mǎ,數碼,n,,numerical code,old-HSK5
摔,shuāi,摔,v,,to throw down,old-HSK5
摔,shuāi,摔,v,,to fall,old-HSK5
摔,shuāi,摔,v,,to drop and break,old-HSK5
甩,shuǎi,甩,v,,to throw,old-HSK5
甩,shuǎi,甩,v,,to fling,old-HSK5
甩,shuǎi,甩,v,,to swing,old-HSK5
甩,shuǎi,甩,v,,to leave behind,old-HSK5
甩,shuǎi,甩,v,,to throw off,old-HSK5
甩,shuǎi,甩,v,,to dump (sb),old-HSK5
税,shuì,稅,n,,taxes,old-HSK5
税,shuì,稅,n,,duties,old-HSK5
说不定,shuō bu dìng,說不定,v,,can't say for sure,old-HSK5
说不定,shuō bu dìng,說不定,v,,maybe,old-HSK5
说服,shuō fú,說服,"v, vn",,to persuade,old-HSK5
说服,shuō fú,說服,"v, vn",,to convince,old-HSK5
说服,shuō fú,說服,"v, vn",,to talk sb over,old-HSK5
说服,shuō fú,說服,"v, vn",,Taiwan pr. [shuì fú],old-HSK5
丝绸,sī chóu,絲綢,n,,silk cloth,old-HSK5
丝绸,sī chóu,絲綢,n,,silk,old-HSK5
丝毫,sī háo,絲毫,"m, a, n",,the slightest amount or degree,old-HSK5
丝毫,sī háo,絲毫,"m, a, n",,a bit,old-HSK5
私人,sī rén,私人,n,,private,old-HSK5
私人,sī rén,私人,n,,personal,old-HSK5
私人,sī rén,私人,n,,interpersonal,old-HSK5
私人,sī rén,私人,n,,sb with whom one has a close personal relationship,old-HSK5
私人,sī rén,私人,n,,a member of one's clique,old-HSK5
思考,sī kǎo,思考,"v, vn",,to reflect on,old-HSK5
思考,sī kǎo,思考,"v, vn",,to ponder over,old-HSK5
撕,sī,撕,v,,to tear,old-HSK5
寺庙,sì miào,寺廟,n,,temple,old-HSK5
寺庙,sì miào,寺廟,n,,monastery,old-HSK5
寺庙,sì miào,寺廟,n,,shrine,old-HSK5
宿舍,sù shè,宿舍,n,间,dormitory,old-HSK5
宿舍,sù shè,宿舍,n,间,dorm room,old-HSK5
宿舍,sù shè,宿舍,n,间,living quarters,old-HSK5
宿舍,sù shè,宿舍,n,间,hostel,old-HSK5
随时,suí shí,隨時,d,,at any time; at all times,old-HSK5
随时,suí shí,隨時,d,,at the right time; whenever necessary,old-HSK5
碎,suì,碎,"a, v",,(transitive or intransitive verb) to break into pieces; to shatter; to crumble,old-HSK5
碎,suì,碎,"a, v",,broken; fragmentary; scattered,old-HSK5
碎,suì,碎,"a, v",,garrulous,old-HSK5
损失,sǔn shī,損失,"n, v",个,loss,old-HSK5
损失,sǔn shī,損失,"n, v",个,damage,old-HSK5
损失,sǔn shī,損失,"n, v",个,to lose,old-HSK5
损失,sǔn shī,損失,"n, v",个,to suffer damage,old-HSK5
缩短,suō duǎn,縮短,v,,to curtail,old-HSK5
缩短,suō duǎn,縮短,v,,to cut down,old-HSK5
缩小,suō xiǎo,縮小,"v, vn",,to reduce,old-HSK5
缩小,suō xiǎo,縮小,"v, vn",,to decrease,old-HSK5
缩小,suō xiǎo,縮小,"v, vn",,to shrink,old-HSK5
所谓,suǒ wèi,所謂,"v, vn",,so-called,old-HSK5
所谓,suǒ wèi,所謂,"v, vn",,what is called,old-HSK5
锁,suǒ,鎖,"v, n",把,to lock; to lock up,old-HSK5
锁,suǒ,鎖,"v, n",把,a lock,old-HSK5
锁,suǒ,鎻,"v, n",,old variant of 锁,old-HSK5
塔,tǎ,塔,"n, b",座,pagoda,old-HSK5
塔,tǎ,塔,"n, b",座,tower,old-HSK5
塔,tǎ,塔,"n, b",座,minaret,old-HSK5
塔,tǎ,塔,"n, b",座,stupa (abbr. loanword from Sanskrit tapo),old-HSK5
塔,tǎ,墖,"n, b",,old variant of 塔,old-HSK5
台阶,tái jiē,臺階,n,,steps,old-HSK5
台阶,tái jiē,臺階,n,,flight of steps,old-HSK5
台阶,tái jiē,臺階,n,,step (over obstacle),old-HSK5
台阶,tái jiē,臺階,n,,fig. way out of an embarrassing situation,old-HSK5
台阶,tái jiē,臺階,n,,bench (geology),old-HSK5
太极拳,tài jí quán,太極拳,n,,"shadowboxing or Taiji, T'aichi or T'aichichuan",old-HSK5
太极拳,tài jí quán,太極拳,n,,traditional form of physical exercise or relaxation,old-HSK5
太极拳,tài jí quán,太極拳,n,,a martial art,old-HSK5
太太,tài tai,太太,n,"个, 位",married woman,old-HSK5
太太,tài tai,太太,n,"个, 位",Mrs.,old-HSK5
太太,tài tai,太太,n,"个, 位",Madam,old-HSK5
太太,tài tai,太太,n,"个, 位",wife,old-HSK5
坦率,tǎn shuài,坦率,"a, ad",,frank (discussion),old-HSK5
坦率,tǎn shuài,坦率,"a, ad",,blunt,old-HSK5
坦率,tǎn shuài,坦率,"a, ad",,open,old-HSK5
烫,tàng,燙,"v, a",,to scald,old-HSK5
烫,tàng,燙,"v, a",,to burn (by scalding),old-HSK5
烫,tàng,燙,"v, a",,to blanch (cooking),old-HSK5
烫,tàng,燙,"v, a",,to heat (sth) up in hot water,old-HSK5
烫,tàng,燙,"v, a",,to perm,old-HSK5
烫,tàng,燙,"v, a",,to iron,old-HSK5
烫,tàng,燙,"v, a",,scalding hot,old-HSK5
逃,táo,逃,"v, vn",,to escape,old-HSK5
逃,táo,逃,"v, vn",,to run away,old-HSK5
逃,táo,逃,"v, vn",,to flee,old-HSK5
逃避,táo bì,逃避,"v, vn",,to escape,old-HSK5
逃避,táo bì,逃避,"v, vn",,to evade,old-HSK5
逃避,táo bì,逃避,"v, vn",,to avoid,old-HSK5
逃避,táo bì,逃避,"v, vn",,to shirk,old-HSK5
桃,táo,桃,n,,peach,old-HSK5
套,tào,套,"q, v, g",,to cover,old-HSK5
套,tào,套,"q, v, g",,to encase,old-HSK5
套,tào,套,"q, v, g",,cover,old-HSK5
套,tào,套,"q, v, g",,sheath,old-HSK5
套,tào,套,"q, v, g",,to overlap,old-HSK5
套,tào,套,"q, v, g",,to interleave,old-HSK5
套,tào,套,"q, v, g",,to model after,old-HSK5
套,tào,套,"q, v, g",,to copy,old-HSK5
套,tào,套,"q, v, g",,formula,old-HSK5
套,tào,套,"q, v, g",,harness,old-HSK5
套,tào,套,"q, v, g",,loop of rope,old-HSK5
套,tào,套,"q, v, g",,(fig.) to fish for,old-HSK5
套,tào,套,"q, v, g",,to obtain slyly,old-HSK5
套,tào,套,"q, v, g",,"classifier for sets, collections",old-HSK5
套,tào,套,"q, v, g",,"bend (of a river or mountain range, in place names)",old-HSK5
套,tào,套,"q, v, g",,tau (Greek letter Ττ),old-HSK5
特殊,tè shū,特殊,"a, ad",,special,old-HSK5
特殊,tè shū,特殊,"a, ad",,particular,old-HSK5
特殊,tè shū,特殊,"a, ad",,unusual,old-HSK5
特殊,tè shū,特殊,"a, ad",,extraordinary,old-HSK5
特意,tè yì,特意,d,,specially,old-HSK5
特意,tè yì,特意,d,,intentionally,old-HSK5
特征,tè zhēng,特徵,n,,characteristic,old-HSK5
特征,tè zhēng,特徵,n,,diagnostic property,old-HSK5
特征,tè zhēng,特徵,n,,distinctive feature,old-HSK5
特征,tè zhēng,特徵,n,,trait,old-HSK5
疼爱,téng ài,疼愛,"v, vn",,to love dearly,old-HSK5
提,dī,提,v,,used in 防 and 溜,old-HSK5
提,tí,提,v,,to carry (hanging down from the hand),old-HSK5
提,tí,提,v,,to lift,old-HSK5
提,tí,提,v,,to put forward,old-HSK5
提,tí,提,v,,to mention,old-HSK5
提,tí,提,v,,to raise (an issue),old-HSK5
提,tí,提,v,,upwards character stroke,old-HSK5
提,tí,提,v,,lifting brush stroke (in painting),old-HSK5
提,tí,提,v,,scoop for measuring liquid,old-HSK5
提倡,tí chàng,提倡,"v, vn",,to promote,old-HSK5
提倡,tí chàng,提倡,"v, vn",,to advocate,old-HSK5
提纲,tí gāng,提綱,n,,outline,old-HSK5
提纲,tí gāng,提綱,n,,synopsis,old-HSK5
提纲,tí gāng,提綱,n,,notes,old-HSK5
体积,tǐ jī,體積,n,个,volume,old-HSK5
体积,tǐ jī,體積,n,个,bulk,old-HSK5
体贴,tǐ tiē,體貼,"v, vn",,considerate (of other people's needs),old-HSK5
天真,tiān zhēn,天真,"a, an",,naive,old-HSK5
天真,tiān zhēn,天真,"a, an",,innocent,old-HSK5
天真,tiān zhēn,天真,"a, an",,artless,old-HSK5
田野,tián yě,田野,n,片,field,old-HSK5
田野,tián yě,田野,n,片,open land,old-HSK5
挑战,tiǎo zhàn,挑戰,"vn, v",,to challenge,old-HSK5
挑战,tiǎo zhàn,挑戰,"vn, v",,challenge,old-HSK5
通讯,tōng xùn,通訊,n,个,communications,old-HSK5
通讯,tōng xùn,通訊,n,个,news story,old-HSK5
通讯,tōng xùn,通訊,n,个,dispatch,old-HSK5
同时,tóng shí,同時,"c, n, d",,at the same time,old-HSK5
同时,tóng shí,同時,"c, n, d",,simultaneously,old-HSK5
铜,tóng,銅,n,块,copper (chemistry),old-HSK5
铜,tóng,銅,n,块,see also 红铜,old-HSK5
统一,tǒng yī,統一,"v, vn, a, ad",,to unify; to integrate,old-HSK5
统一,tǒng yī,統一,"v, vn, a, ad",,unified; integrated,old-HSK5
统治,tǒng zhì,統治,"vn, v",,to rule (a country),old-HSK5
统治,tǒng zhì,統治,"vn, v",,to govern,old-HSK5
统治,tǒng zhì,統治,"vn, v",,rule,old-HSK5
统治,tǒng zhì,統治,"vn, v",,regime,old-HSK5
痛快,tòng kuài,痛快,"a, an",,delighted,old-HSK5
痛快,tòng kuài,痛快,"a, an",,to one's heart's content,old-HSK5
痛快,tòng kuài,痛快,"a, an",,straightforward,old-HSK5
痛快,tòng kuài,痛快,"a, an",,also pr. [tòng kuai],old-HSK5
投资,tóu zī,投資,"vn, v, n",,investment,old-HSK5
投资,tóu zī,投資,"vn, v, n",,to invest,old-HSK5
透明,tòu míng,透明,"a, ad",,transparent,old-HSK5
透明,tòu míng,透明,"a, ad",,(fig.) transparent; open to scrutiny,old-HSK5
土地,tǔ dì,土地,n,"片, 块",land,old-HSK5
土地,tǔ dì,土地,n,"片, 块",soil,old-HSK5
土地,tǔ dì,土地,n,"片, 块",territory,old-HSK5
土地,tǔ di,土地,n,,local god,old-HSK5
土地,tǔ di,土地,n,,genius loci,old-HSK5
土豆,tǔ dòu,土豆,n,"个, 颗",potato,old-HSK5
土豆,tǔ dòu,土豆,n,"个, 颗",(Tw) peanut,old-HSK5
吐,tǔ,吐,v,,to spit,old-HSK5
吐,tǔ,吐,v,,"to send out (silk from a silkworm, bolls from cotton flowers etc)",old-HSK5
吐,tǔ,吐,v,,to say,old-HSK5
吐,tǔ,吐,v,,to pour out (one's grievances),old-HSK5
吐,tù,吐,v,,to vomit,old-HSK5
吐,tù,吐,v,,to throw up,old-HSK5
兔子,tù zi,兔子,n,只,hare,old-HSK5
兔子,tù zi,兔子,n,只,rabbit,old-HSK5
推辞,tuī cí,推辭,v,,"to decline (an appointment, invitation etc)",old-HSK5
推荐,tuī jiàn,推薦,"v, vn",,to recommend,old-HSK5
推荐,tuī jiàn,推薦,"v, vn",,recommendation,old-HSK5
退步,tuì bù,退步,"v, vn",,to do less well than before,old-HSK5
退步,tuì bù,退步,"v, vn",,to make a concession,old-HSK5
退步,tuì bù,退步,"v, vn",,setback,old-HSK5
退步,tuì bù,退步,"v, vn",,backward step,old-HSK5
退步,tuì bù,退步,"v, vn",,leeway,old-HSK5
退步,tuì bù,退步,"v, vn",,room to maneuver,old-HSK5
退步,tuì bù,退步,"v, vn",,fallback,old-HSK5
歪,wāi,歪,"a, v",,askew,old-HSK5
歪,wāi,歪,"a, v",,at a crooked angle,old-HSK5
歪,wāi,歪,"a, v",,devious,old-HSK5
歪,wāi,歪,"a, v",,noxious,old-HSK5
歪,wāi,歪,"a, v",,(coll.) to lie on one's side,old-HSK5
歪,wǎi,歪,"a, v",,to sprain (one's ankle) (Tw),old-HSK5
弯,wān,彎,"v, g, a, q",道,to bend,old-HSK5
弯,wān,彎,"v, g, a, q",道,bent,old-HSK5
弯,wān,彎,"v, g, a, q",道,a bend; a turn (in a road etc),old-HSK5
万一,wàn yī,萬一,"c, d, t",,just in case,old-HSK5
万一,wàn yī,萬一,"c, d, t",,if by any chance,old-HSK5
万一,wàn yī,萬一,"c, d, t",,contingency,old-HSK5
王子,wáng zǐ,王子,"n, nr",,prince,old-HSK5
王子,wáng zǐ,王子,"n, nr",,son of a king,old-HSK5
往返,wǎng fǎn,往返,"v, vn",,to go back and forth; to go to and fro; to do a round trip,old-HSK5
威胁,wēi xié,威脅,"v, vn",,to threaten; to menace,old-HSK5
微笑,wēi xiào,微笑,"v, vn, n","个, 丝",smile,old-HSK5
微笑,wēi xiào,微笑,"v, vn, n","个, 丝",to smile,old-HSK5
围巾,wéi jīn,圍巾,n,条,scarf,old-HSK5
围巾,wéi jīn,圍巾,n,条,shawl,old-HSK5
围绕,wéi rào,圍繞,v,,to revolve around,old-HSK5
围绕,wéi rào,圍繞,v,,to center on (an issue),old-HSK5
违反,wéi fǎn,違反,v,,to violate (a law),old-HSK5
唯一,wéi yī,唯一,"b, d",,only; sole,old-HSK5
维护,wéi hù,維護,"v, vn",,to defend,old-HSK5
维护,wéi hù,維護,"v, vn",,to safeguard,old-HSK5
维护,wéi hù,維護,"v, vn",,to protect,old-HSK5
维护,wéi hù,維護,"v, vn",,to uphold,old-HSK5
维护,wéi hù,維護,"v, vn",,to maintain,old-HSK5
尾巴,wěi ba,尾巴,n,,tail,old-HSK5
尾巴,wěi ba,尾巴,n,,colloquial pr. [yǐ ba],old-HSK5
委屈,wěi qu,委屈,"a, v, an, vn, ad",,to feel wronged,old-HSK5
委屈,wěi qu,委屈,"a, v, an, vn, ad",,to cause sb to feel wronged,old-HSK5
委屈,wěi qu,委屈,"a, v, an, vn, ad",,grievance,old-HSK5
委托,wěi tuō,委託,"vn, v",,to entrust,old-HSK5
委托,wěi tuō,委託,"vn, v",,to trust,old-HSK5
委托,wěi tuō,委託,"vn, v",,to commission,old-HSK5
未必,wèi bì,未必,d,,not necessarily,old-HSK5
未必,wèi bì,未必,d,,maybe not,old-HSK5
未来,wèi lái,未來,t,个,future,old-HSK5
未来,wèi lái,未來,t,个,tomorrow,old-HSK5
未来,wèi lái,未來,t,个,approaching,old-HSK5
未来,wèi lái,未來,t,个,coming,old-HSK5
未来,wèi lái,未來,t,个,pending,old-HSK5
位置,wèi zhi,位置,n,个,position,old-HSK5
位置,wèi zhi,位置,n,个,place,old-HSK5
位置,wèi zhi,位置,n,个,seat,old-HSK5
胃,wèi,胃,n,个,stomach,old-HSK5
温柔,wēn róu,溫柔,"a, an, ad",,gentle and soft; tender; sweet (commonly used to describe a girl or woman),old-HSK5
文具,wén jù,文具,n,,stationery,old-HSK5
文具,wén jù,文具,n,,"item of stationery (pen, pencil, eraser, pencil sharpener etc)",old-HSK5
闻,Wén,聞,v,,surname Wen,old-HSK5
闻,wén,聞,v,,to hear,old-HSK5
闻,wén,聞,v,,news,old-HSK5
闻,wén,聞,v,,well-known,old-HSK5
闻,wén,聞,v,,famous,old-HSK5
闻,wén,聞,v,,reputation,old-HSK5
闻,wén,聞,v,,fame,old-HSK5
闻,wén,聞,v,,to smell,old-HSK5
闻,wén,聞,v,,to sniff at,old-HSK5
吻,wěn,吻,v,,kiss,old-HSK5
吻,wěn,吻,v,,to kiss,old-HSK5
吻,wěn,吻,v,,mouth,old-HSK5
吻,wěn,脗,v,,variant of 吻,old-HSK5
稳定,wěn dìng,穩定,"a, an, v, ad",,steady,old-HSK5
稳定,wěn dìng,穩定,"a, an, v, ad",,stable,old-HSK5
稳定,wěn dìng,穩定,"a, an, v, ad",,stability,old-HSK5
稳定,wěn dìng,穩定,"a, an, v, ad",,to stabilize,old-HSK5
稳定,wěn dìng,穩定,"a, an, v, ad",,to pacify,old-HSK5
问候,wèn hòu,問候,"vn, v",,to give one's respects,old-HSK5
问候,wèn hòu,問候,"vn, v",,to send a greeting,old-HSK5
问候,wèn hòu,問候,"vn, v",,(fig.) (coll.) to make offensive reference to (somebody dear to the person to whom one is speaking),old-HSK5
卧室,wò shì,臥室,n,间,bedroom,old-HSK5
无奈,wú nài,無奈,"d, an, a, n",,to have no alternative,old-HSK5
无奈,wú nài,無奈,"d, an, a, n",,frustrated,old-HSK5
无奈,wú nài,無奈,"d, an, a, n",,exasperated,old-HSK5
无奈,wú nài,無奈,"d, an, a, n",,helpless,old-HSK5
无奈,wú nài,無奈,"d, an, a, n",,(conjunction) but unfortunately,old-HSK5
无数,wú shù,無數,m,,countless,old-HSK5
无数,wú shù,無數,m,,numberless,old-HSK5
无数,wú shù,無數,m,,innumerable,old-HSK5
物理,wù lǐ,物理,n,,physics,old-HSK5
物理,wù lǐ,物理,n,,physical,old-HSK5
物质,wù zhì,物質,n,个,matter,old-HSK5
物质,wù zhì,物質,n,个,substance,old-HSK5
物质,wù zhì,物質,n,个,material,old-HSK5
物质,wù zhì,物質,n,个,materialistic,old-HSK5
雾,wù,霧,n,"场, 阵",fog,old-HSK5
雾,wù,霧,n,"场, 阵",mist,old-HSK5
吸收,xī shōu,吸收,"v, vn",,to absorb,old-HSK5
吸收,xī shōu,吸收,"v, vn",,to assimilate,old-HSK5
吸收,xī shōu,吸收,"v, vn",,to ingest,old-HSK5
吸收,xī shōu,吸收,"v, vn",,to recruit,old-HSK5
戏剧,xì jù,戲劇,n,,a drama; a play; theater,old-HSK5
戏剧,xì jù,戲劇,n,,script of a play,old-HSK5
系领带,xì lǐng dài,繫領帶,,,to wear a tie,old-HSK5
系统,xì tǒng,系統,"n, ad, a",个,system,old-HSK5
细节,xì jié,細節,n,,details,old-HSK5
细节,xì jié,細節,n,,particulars,old-HSK5
瞎,xiā,瞎,"d, v, a",,blind,old-HSK5
瞎,xiā,瞎,"d, v, a",,groundlessly,old-HSK5
瞎,xiā,瞎,"d, v, a",,foolishly,old-HSK5
瞎,xiā,瞎,"d, v, a",,to no purpose,old-HSK5
下载,xià zǎi,下載,v,,to download,old-HSK5
下载,xià zǎi,下載,v,,also pr. [xià zài],old-HSK5
吓,hè,嚇,v,,to scare,old-HSK5
吓,hè,嚇,v,,to intimidate,old-HSK5
吓,hè,嚇,v,,to threaten,old-HSK5
吓,hè,嚇,v,,(interjection showing disapproval) tut-tut,old-HSK5
吓,hè,嚇,v,,(interjection showing astonishment),old-HSK5
吓,xià,嚇,v,,to frighten,old-HSK5
吓,xià,嚇,v,,to scare,old-HSK5
鲜艳,xiān yàn,鮮艷,a,,bright-colored; gaily-colored,old-HSK5
县,xiàn,縣,n,,county,old-HSK5
相处,xiāng chǔ,相處,"v, vn",,to be in contact (with sb),old-HSK5
相处,xiāng chǔ,相處,"v, vn",,to associate,old-HSK5
相处,xiāng chǔ,相處,"v, vn",,to interact,old-HSK5
